titre_memoire;nom_encadreur
Formulation et caractérisation de 3 pains de mie fonctionnels au son de maïs, sorgho et riz;Dr BAKARI
Extraction des protéines de soja (glycine max) et production artisanale de jambon de soja à IAO;M NDIH Aime Christian
Impact socio-économique des crédits agro-pastoraux  sur les bénéficiaires en zone rurale : cas de l'UCEC-CDD;M KANGATLAM Alexis
Évaluation socio-économique des EFA de l’observatoire du programme ACEFA dans le cadre de l’appui conseil : cas de quelques arrondissements du Diamaré;M GUEBOU Francois
Contribution du système cotonnier aux revenus des exploitations familiales;M NYORE
Approches d’assistance aux populations en situation d’urgence et de protection sociale : cas du transfert monétaires ;M GUEBOU Francois
Analyse du système de commercialisation du fourrage dans le sahel du Cameroun : cas de la ville de Maroua;M GUEBOU Francois
Rentabilité des exploitations familiales agricoles dans les agro systèmes du Nord : cas des localités de Sanguere-Paul, Zera, Sirlawe et mowo;M NYORE
Étude de l’acceptabilité de la technique de culture hors sol : cas de la production de laitue;Dr ABDOUL NASSER
Analyse de la filière niébé dans la région de l’Extrême-Nord;M NYORE
Contribution du BELACD-CARITAS LAI dans la mise en œuvre du projet sécurité alimentaire pour un développement socio-économique de la tandjilé (TCHAD) : cas de la riziculture de contre saison;M KANGATLAM Alexis
Importance du conseil agricole dans l’accompagnement des organisations paysannes pour la lutte contre l’insécurité alimentaire dans la région de l’Extrême-Nord du Cameroun : cas de la commune de Mokolo;Mme DJEBBA VAGAI
Évaluation de la contribution de l’appui financier au niveau des groupements de producteurs accompagnés par le programme au développement des emplois ruraux;Mme NGO TEDGA Pauline
Contribution du conseil technico-économique au développement des groupements  de producteurs : cas du département de la Benoué;M TCHATCHOUA Thierry
Evaluating the effects of ACEFA's financial support on the activities of farmers organizations in the Diamaré;M TCHATCHOUA Thierry
Évaluation du conseil agricole dans le développement des activités économiques des exploitations familiales agropastorales : cas de l’observatoire du programme ACEFA;M MAMA ONANA
Étude comparative de la rentabilité socio-économique des filières soja et souchet dans le Nord Cameroun : cas de la partie Sud-Ouest du département de la Benoué.;M DAZOUE DONGUE Paulin
Résistance à la rouille et performance de quelques variétés de soja sur sol amandé aux feuilles de Tithonia diversifolia;Dr TIZE KODA Joel
Effet du tallage aérien de 12 variétés du sorgho repiqué dans la région de l’Extreme-Nord ;M YAKOUBA OUMAROU
Évaluation du pouvoir germinatif de la morelle africaine dans la localité de Njombé;M WASSOUO Felix Alain
Evaluation of the rooting capacity of cocoa hybrids dissiminated in the 5th agro ecological zone of Cameroon;Dr TIZE KODA Joel
Étude comparative de la fertilité du sol par un apport de fumure organique, de champignons mycorhiziens et d’engrais minéraux pour les cultures maraîchères : cas de la pastèque à FOMAKAP.;Dr TIZE KODA Joel
Réponse de la tomate à la fertilisation chimique, organique et biologique dans la région de l’Extrême-Nord ;M YAKOUBA OUMAROU
Évaluation de l’effet de la densité sur le rendement de deux types d’ail dans la région de l’Extrême-Nord- Cameroun ;M WASSOUO Felix Alain
Étude de la diversité génétique de la population du Niébé par les marqueurs microsatellites;M WASSOUO Felix Alain
Effet de la substitution du maïs par la drèche des brasseries dans l’alimentation des poulets de chairs.;Dr NKOUAM Gilles Bernard
Influence des médicaments utilisés en prophylaxie sur les paramètres zootechniques et sur la santé des Lapins : cas de la ferme expérimentale de Nkolbisson.;M VONDOU Lazare
Effet compares de incorporation de deux fourrages : Azadirachta indica et Arachis hypogaea sur les performances de reproduction des lapines et de la viabilité des lapereaux dans une ferme cunicole du département du Diamaré. ;M VONDOU Lazare
Élevage des petits ruminants et circuits de commercialisation de la viande des petits ruminants dans l’arrondissement de Maroua II.;M NDIH Aime Christian
Effet de l’incorporation des épluchures de concombre sur les performances de croissance des lapereaux après sevrage.;M VONDOU Lazare
Transformation de la mélasse en produits de la distillerie;M ZOMEGNI Gaston
Amélioration du rendement de la matière grasse des graines de coton à l'extraction et analyse des pertes raffinerie.;M ZOMEGNI Gaston
Amélioration du fonctionnement de la station Cleaning In Place (CIP) automatique en salle de brassage ;M NDIH Aime Christian
Maîtrise de la qualité microbiologique de la bière en filtration;M NDIH Aime Christian
Structuration des organisations féminines transformatrices de Karité : cas Belacd-caritas  de SARH au Tchad;M KANGATLAM Alexis
Autonomisation des personnes vulnérables à travers l’agriculture;Mme AISSATOU
Analyse de la chaîne de valeur de l’oignon dans le bassin de production de Doumourou dans le Département du Mayo-Kani Région de l’Extrême-Nord;M NYORE
Analyse des performances technico économiques des exploitations familiales agricoles dans le département de Mayo Tsanaga Extrême-Nord Cameroun accompagnées par le comité  diocésain de développement;M NYORE
Impact de la certification sur les performances des systèmes Agroforsterie à base de Cacao (SAFC) traditionnels au centre Cameroun;M DAZOUE DONGUE Paulin
Autonomisation des producteurs du département de la Bénoué (Garoua) par la pratique du warrantage;Mme NGO TEDGA Pauline
Retombées socio-économiques de la modernisation de la filière Neem dans la localité de Maroua;M TCHINGNABE Daniel
Impact des biopesticides sur les cultures maraîchères;M DJODA PAGORE Frederic
Impact du calendrier de culture sur le rendement du riz (oryzasatva);M FOULEFACK Francois Romain
Vegetative Propagation By Cuttings Of Selected Clones Of Robusta Coffee(Coffeacanephora) In Different Rooting Substrates;M WASSOUO Felix Alain
Évaluation agronomique de 4 variétés de sésame introduite en zone  soudano sahelienne;M WASSOUO Felix Alain
Faisabilité de la culture des Sorghos pluviales en contre saison dans la zone soudano sahélienne: Cas de Maroua;M YAKOUBA OUMAROU
Étude de l'activité biopesticide des extraits poudreux des plantes dans la conservation du niébé (Vigna unguiculata ) dans la région de l'Extrême-Nord Cameroun;M YAKOUBA OUMAROU
Performance agronomique de la culture de la laitue en pot fertilisé aux extraits organiques;M YAKOUBA OUMAROU
Effet de trois modes de prélèvement des semences à l’épi sur la croissance et le rendement d’une variété de de maïs (Zea mays l.)  dans le littoral Cameroun : IRAD de Njombé;M WASSOUO Felix Alain
substitution du maïs par le mil rouge dans l’alimentation des poulets de chair;Dr ATSANG Perfusion
Performances de croissance des chèvres du sahel supplémentés avec du fourrage ligneux;Dr SODWE MBRAOUGUE
Étude comparée de l’effet  de différents taux de supplémentation des asticots vivants sur les performances zootechniques des alevins du poisson-chat africain, Clarias gariepinnus (Burchell, 1822);M VONDOU Lazare
Substitution du tourteau de soja  par la farine de niébé blanc dans l’alimentation des poulets de chair.;M NDIH Aime Christian
Effet de la substitution du son de maïs par les drêches de bili-bili (séchées) sur les performances de croissance des mouton dans la ferme ovine de SCOOPSIPOMA;M TOUWANG Charles
Effet de la farine de luzerne supplée à l’aliment des lapines allaitantes sur la croissance des lapereaux;M VONDOU Lazare
The comperative study of the effect of 2 rations :Bidens pilosa(Black jack)and Cynodon dactylon(Bahama grass)on the zootechnical performances and Carcass characteristics of fattened goats;M NYORE
Évaluation du taux d'éclosablilité et qualité du poussin d’un jour dans la ferme NGV/TRACO;M TOUWANG Charles
Effet de trois rations à base de banane sur la croissance des jeunes porcs en zone côtière;M TOUWANG Charles
"Étude comparative  des rations supplémentées aux plantes tropicales (Azatirata indica ; Ipomea pes caprae ; Manguifera indica) comme fourrage afin d’améliorer les performances de croissance des lapereaux (Oryctolagus cuniculus) dans une ferme cunicole de Maroua. ";Mme DJEBBA VAGAI
Évaluation de la pression vectorielle dans les pâturages et les stratégies de lutte anti vectorielle mise en œuvre par les éleveurs dans l’arrondissement de Pétté, Extrême-nord Cameroun;M VONDOU Lazare
Phenotypic (Physical And Morphometic) Characterisation Of Indegenous Pig Breeds In Three Regions Of Cameroon (Centre, Far North And West Regions).;M SALE ABOU
Efficacité technico-économique d’embouche à base des sous-produits agro-industriels : cas du coton;M MAMA ONANA
Utilisation des matériaux locaux pour une conception intégrée par l’approche d’une architecture bioclimatique : projet de construction d’un centre commercial à Maroua au Cameroun;M YANNE Etienne
Architecture écologique valorisation du patrimoine touristique au Cameroun à travers la conception d’un complexe touristique.;M YOUGOUDA HAMAN
Dimensionnement d’une structure de chaussée en béton bitumineux : cas du tronçon du centre hospitalier régional de Maroua long 1.2 km.;M SOUAIBOU
Méthodes d’optimisation des travaux de construction et réhabilitation des routes revêtues : cas de construction et  réhabilitation des routes départementales de Garoua-Bénoué en cours de réalisation par l’entreprise croisière BTP.;M SOUAIBOU
Valorisation du patrimoine architectural sahélien : cas de la construction du complexe touristique culturel dans la ville de Maroua.;M YOUGOUDA HAMAN
Conception du bâtiment en appliquant une démarche haute qualité environnementale : cas de projet de conception du marché frontalier a Tourou dans l’arrondissement de Mokolo.;M YANNE Etienne
Étude de faisabilité technique et socio-environnementale du projet de construction du marché frontalier d’AMCHIDE, commune de kolofata, département du mayo Sava, région de l’extrême nord;M BAANA Abouar
Conception et dimensionnement d’un bloc des logements sociaux dans la ville de Bafia.;M TAYBE NGABA
Étude technique en vue de la construction d’une route de longueur 2.9 km à  Garoua projet CAN 2021;M DJODA PAGORE Frederic
Les normes de construction hôtelière au Cameroun : cas d’un hôtel de type 5*.;M DJODA PAGORE Frederic
Étude de dégradation précoce de la route en terre à l’extrême nord Cameroun : cas du tronçon  Yagoua-Tchaochai-Tchatibali.;M SOUINA Barnabas
Conception et étude structurale d’un immeuble à usage d’habitation sous-sol R + 10 avec piscine sur toiture terrasse végétalisée dans la ville de Yaoundé;M TAYBE NGABA
Contribution au dimensionnement des structures de chaussée sur sol gonflants : application a la route de Maroua-Bogo.;M SOUINA Barnabas
Renforcement en équipement socio-éducatif au Tchad : projet de construction d’un complexe national de réinsertion des enfants de la rue à N’djamena.;M BAANA Abouar
Le choix d'une structure de chaussée dans la zone sahélienne : cas de la route nationale n°1 (lot n°1 Maroua Mora);Dr BAANA Abouar
Études techniques en vue de l’aménagement et de bitumage de la route : cas du tronçon de route Balaza - Diguir Hodande (1,8 km), région de l'Extreme-Nord;Dr BAANA Abouar
Évaluation de la variation du temps d'imbibition du cbr d'un materiau : cas de la zone du projet Nkolessong – Nding;M SOUAIBOU
Valorisation des matériaux locaux  dans la région de Tandjile au Tchad : projet de construction d'un centre culturel dans la ville de Kelo;Dr DJODA PAGORE Frederic
Conception, étude et dimensionnement d'un pont poutre mixte (ba + acier);Dr DJODA PAGORE Frederic
Conception et dimensionnement des chaussées en béton compacte au rouleau bcr, cas du projet de réhabilitation du tronçon Doulek-Dakatak-Meri sur un linéaire de 11,5 km;Dr BAANA Abouar
Conception, étude technique d'un amphi de 1000 places au campus de Ouro Tchede et proposition d'aménagement du site;M TAYBE NGABA
Projet d’exécution d’un bâtiment R+2 à usage de bureau administratif pour le compte  de la délégation de communication de Garoua ;M SOUINA Barnabas
Conception et réalisation d'une unité d'habitation avec l'emploi d'une architecture bioclimatique ;M SILEIMANA AHMED
Valorisation et innovations des architectures traditionnelles de l'Extreme-Nord : cas de l’hôtel de ville de Moutourwa;M A-AVAVA NDO Gabriel
Étude structurale d'un immeuble R+5 sur un sol gonflant;M YOUGOUDA HAMAN
Proposition d'un plan de reboisement du site de Kongola.;Dr NDJEUMI Chrisdel
Les effets des activités anthropiques sur la réserve de ZAMAI;Dr ANGUESSIN Benjamine
Diversité et distribution des oiseaux dans la zone urbaine de Maroua;Dr TONLEU Jean
Proposition d’un plan de reboisement dans les 3 métropoles régionales (Maroua Garoua N’Gaoundéré) de la zone de compétence du comité inter-régional de lutte contre la sècheresse;Dr TONLEU Jean
Proposition d’un système d’alerte précoce sur la sécheresse et l’inondation dans la partie septentrionale du Cameroun;Dr ANGUESSIN Benjamine
Mise en place d’un système de réduction des risques environnementaux et sanitaires liés à la production et la mise en œuvre des enrobés par SOCOTCOG : Cas du tronçon routier ;Dr HAIWA Gilbert
Gestion des risques et catastrophes environnementales liées aux constructions routières : Évaluation du système mis en place sur l’autoroute;M ABOUBAKAR MOUSSA
